episode,steps,avg_reward,avg_length,win_rate_a,wins_a,wins_b,draws,fps,avg_tank_dist,tank_policy_type
9000,7090636,1043.2649,187.23,38.97,3507,5456,37,528.31,3.71,G4442_M1365_C3193
9010,7098424,1038.9606,187.38,38.96,3510,5463,37,528.32,3.70,G4447_M1366_C3197
9020,7106340,968.0385,188.99,38.95,3513,5470,37,528.26,3.76,G4453_M1369_C3198
9030,7114040,886.2879,189.00,38.97,3519,5474,37,528.20,3.91,G4456_M1372_C3202
9040,7121988,853.6238,190.40,39.00,3526,5477,37,528.22,3.95,G4462_M1372_C3206
9050,7129552,860.1263,190.75,39.03,3532,5481,37,528.22,3.96,G4468_M1374_C3208
9060,7137476,866.8503,191.71,39.03,3536,5487,37,528.22,4.01,G4473_M1376_C3211
9070,7145228,847.7508,192.28,39.02,3539,5494,37,528.20,3.94,G4480_M1379_C3211
9080,7153228,808.5857,193.32,39.02,3543,5500,37,528.24,3.97,G4487_M1380_C3213
9090,7160796,825.3272,193.53,39.00,3545,5508,37,528.27,3.95,G4493_M1382_C3215
9100,7168796,907.8931,195.40,39.03,3552,5511,37,528.27,3.91,G4500_M1383_C3217
9110,7176796,923.9688,195.93,39.09,3561,5512,37,528.23,3.90,G4506_M1385_C3219
9120,7184640,1005.3865,195.75,39.11,3567,5516,37,528.23,3.80,G4511_M1387_C3222
9130,7192268,1114.8045,195.57,39.11,3571,5522,37,528.26,3.62,G4518_M1387_C3225
9140,7199828,1233.3084,194.60,39.14,3577,5526,37,528.29,3.45,G4525_M1387_C3228
9150,7206844,1278.7730,193.23,39.18,3585,5528,37,528.27,3.38,G4527_M1390_C3233
9160,7214844,1248.7514,193.42,39.19,3590,5532,38,528.31,3.39,G4532_M1390_C3238
9170,7222844,1256.0356,194.04,39.17,3592,5540,38,528.34,3.40,G4537_M1392_C3241
9180,7230776,1260.7094,193.87,39.18,3597,5545,38,528.35,3.39,G4541_M1393_C3246
9190,7238368,1372.3403,193.93,39.19,3602,5550,38,528.34,3.31,G4548_M1394_C3248
9200,7246296,1354.1625,193.75,39.23,3609,5553,38,528.30,3.32,G4554_M1397_C3249
9210,7254296,1300.6279,193.75,39.22,3612,5560,38,528.34,3.37,G4559_M1397_C3254
9220,7262148,1238.4146,193.77,39.25,3619,5563,38,528.35,3.48,G4565_M1398_C3257
9230,7269940,1137.0950,194.18,39.24,3622,5569,39,528.38,3.64,G4571_M1398_C3261
9240,7277940,1088.7763,195.28,39.25,3627,5574,39,528.39,3.67,G4575_M1400_C3265
9250,7285236,1090.7109,195.98,39.29,3634,5577,39,528.41,3.60,G4579_M1401_C3270
9260,7292948,1117.5917,195.26,39.31,3640,5581,39,528.44,3.60,G4585_M1403_C3272
9270,7300848,1063.2891,195.01,39.31,3644,5587,39,528.38,3.69,G4589_M1404_C3277
9280,7308848,1101.5269,195.18,39.33,3650,5591,39,528.33,3.66,G4596_M1406_C3278
9290,7316848,1033.7587,196.20,39.36,3657,5594,39,528.34,3.68,G4598_M1407_C3285
9300,7324556,963.2741,195.65,39.34,3659,5602,39,528.35,3.78,G4603_M1409_C3288
9310,7332424,1010.9018,195.32,39.38,3666,5605,39,528.34,3.76,G4607_M1411_C3292
9320,7340100,1051.8707,194.88,39.42,3674,5606,40,528.37,3.70,G4612_M1411_C3297
9330,7348100,1124.2802,195.40,39.45,3681,5609,40,528.41,3.59,G4619_M1411_C3300
9340,7356100,1179.8691,195.40,39.45,3685,5615,40,528.45,3.53,G4627_M1412_C3301
9350,7363756,1213.4560,196.30,39.50,3693,5617,40,528.44,3.55,G4633_M1412_C3305
9360,7371560,1196.2279,196.53,39.51,3698,5622,40,528.41,3.55,G4636_M1412_C3312
9370,7379352,1233.3210,196.26,39.51,3702,5628,40,528.43,3.51,G4640_M1413_C3317
9380,7387352,1259.1822,196.26,39.56,3711,5629,40,528.46,3.48,G4649_M1413_C3318
9390,7395352,1238.4591,196.26,39.60,3718,5632,40,528.46,3.57,G4654_M1415_C3321
9400,7403352,1323.2957,196.99,39.63,3725,5635,40,528.45,3.45,G4660_M1417_C3323
9410,7411352,1361.4816,197.32,39.64,3730,5640,40,528.49,3.38,G4664_M1417_C3329
9420,7419352,1351.9991,198.13,39.66,3736,5644,40,528.53,3.38,G4669_M1418_C3333
9430,7427352,1323.2930,198.13,39.71,3745,5645,40,528.53,3.47,G4677_M1418_C3335
9440,7434832,1269.3485,196.83,39.74,3751,5649,40,528.50,3.52,G4681_M1420_C3339
9450,7442832,1310.1264,197.69,39.77,3758,5652,40,528.50,3.47,G4689_M1422_C3339
9460,7450448,1354.5871,197.22,39.79,3764,5656,40,528.50,3.34,G4693_M1426_C3341
9470,7458084,1398.0304,196.83,39.82,3771,5659,40,528.48,3.36,G4697_M1426_C3347
9480,7466084,1398.2453,196.83,39.84,3777,5663,40,528.43,3.34,G4706_M1427_C3347
9490,7474084,1432.1897,196.83,39.85,3782,5668,40,528.39,3.25,G4713_M1428_C3349
9500,7481380,1419.5283,195.07,39.87,3788,5672,40,528.36,3.27,G4718_M1429_C3353
9510,7489380,1384.6962,195.07,39.88,3793,5677,40,528.30,3.29,G4724_M1430_C3356
9520,7497380,1465.6405,195.07,39.89,3798,5682,40,528.26,3.22,G4732_M1432_C3356
9530,7505380,1508.0534,195.07,39.93,3805,5685,40,528.26,3.12,G4738_M1434_C3358
9540,7513380,1563.6084,196.37,39.95,3811,5689,40,528.25,3.10,G4743_M1437_C3360
9550,7521180,1502.4190,195.87,39.97,3817,5693,40,528.21,3.17,G4746_M1441_C3363
9560,7529180,1479.9018,196.83,39.98,3822,5698,40,528.21,3.28,G4751_M1442_C3367
9570,7537180,1415.3952,197.74,40.00,3828,5702,40,528.14,3.35,G4757_M1444_C3369
9580,7545180,1254.4285,197.74,40.01,3833,5707,40,528.10,3.63,G4761_M1445_C3374
9590,7553180,1159.7463,197.74,40.04,3840,5710,40,528.06,3.77,G4764_M1447_C3379
9600,7561180,1206.6019,199.50,40.08,3848,5712,40,528.01,3.70,G4768_M1452_C3380
9610,7569180,1182.7435,199.50,40.10,3854,5716,40,528.04,3.83,G4774_M1453_C3383
9620,7576736,1134.4401,198.39,40.14,3861,5718,41,528.07,3.87,G4779_M1453_C3388
9630,7584492,1164.3511,197.78,40.18,3869,5720,41,528.07,3.83,G4785_M1455_C3390
9640,7592112,1067.1147,196.83,40.20,3875,5724,41,528.10,3.98,G4790_M1455_C3395
9650,7599996,1039.7374,197.04,40.24,3883,5726,41,528.14,4.05,G4791_M1456_C3403
9660,7607996,1087.7745,197.04,40.24,3887,5732,41,528.18,3.95,G4795_M1456_C3409
9670,7615956,1191.7287,196.94,40.28,3895,5734,41,528.16,3.80,G4801_M1458_C3411
9680,7623956,1335.7551,196.94,40.32,3903,5736,41,528.16,3.58,G4807_M1459_C3414
9690,7631956,1482.7903,196.94,40.37,3912,5737,41,528.18,3.45,G4813_M1460_C3417
9700,7639956,1464.4216,196.94,40.38,3917,5742,41,528.19,3.44,G4820_M1462_C3418
9710,7647640,1522.2878,196.15,40.41,3924,5745,41,528.19,3.31,G4822_M1464_C3424
9720,7655640,1442.8577,197.26,40.43,3930,5749,41,528.21,3.44,G4826_M1465_C3429
9730,7663640,1374.7365,197.87,40.43,3934,5755,41,528.23,3.55,G4834_M1466_C3430
9740,7671640,1438.0158,198.82,40.45,3940,5759,41,528.23,3.43,G4839_M1468_C3433
9750,7679640,1507.9267,199.11,40.46,3945,5764,41,528.17,3.32,G4844_M1471_C3435
9760,7687636,1451.5852,199.10,40.46,3949,5770,41,528.15,3.46,G4849_M1472_C3439
9770,7695636,1377.1241,199.20,40.46,3953,5776,41,528.16,3.54,G4856_M1473_C3441
9780,7703580,1262.7322,199.06,40.47,3958,5781,41,528.18,3.65,G4861_M1473_C3446
9790,7711308,1178.3880,198.38,40.47,3962,5787,41,528.16,3.67,G4865_M1476_C3449
9800,7719308,1216.6400,198.38,40.49,3968,5791,41,528.18,3.66,G4873_M1476_C3451
9810,7727308,1163.3510,199.17,40.50,3973,5796,41,528.21,3.70,G4879_M1478_C3453
9820,7735276,1202.6112,199.09,40.53,3980,5799,41,528.25,3.63,G4884_M1478_C3458
9830,7743276,1255.7631,199.09,40.57,3988,5801,41,528.20,3.60,G4892_M1480_C3458
9840,7751004,1200.8810,198.41,40.58,3993,5806,41,528.20,3.62,G4897_M1480_C3463
9850,7758672,1163.9199,197.58,40.61,4000,5809,41,528.23,3.67,G4904_M1481_C3465
9860,7766672,1244.1997,197.59,40.64,4007,5812,41,528.22,3.51,G4910_M1484_C3466
9870,7774672,1317.2476,197.59,40.65,4012,5817,41,528.23,3.40,G4915_M1486_C3469
9880,7782320,1334.3638,196.85,40.68,4019,5820,41,528.26,3.38,G4919_M1486_C3475
9890,7789984,1396.1960,196.69,40.72,4027,5822,41,528.30,3.35,G4924_M1486_C3480
9900,7797896,1347.6445,196.47,40.75,4034,5825,41,528.34,3.42,G4930_M1486_C3484
9910,7805640,1389.9914,195.83,40.75,4038,5831,41,528.32,3.30,G4935_M1488_C3487
9920,7813248,1471.7582,194.93,40.79,4046,5833,41,528.30,3.18,G4941_M1489_C3490
9930,7821248,1486.2865,194.93,40.80,4051,5838,41,528.32,3.10,G4947_M1490_C3493
9940,7828504,1603.2647,193.75,40.85,4060,5839,41,528.34,3.02,G4952_M1491_C3497
9950,7836504,1609.2727,194.58,40.85,4065,5844,41,528.29,2.98,G4956_M1494_C3500
9960,7844504,1661.9777,194.58,40.89,4073,5846,41,528.24,2.89,G4964_M1495_C3501
9970,7852272,1617.3878,194.00,40.89,4077,5852,41,528.24,2.91,G4966_M1500_C3504
9980,7860272,1669.1168,194.88,40.89,4081,5858,41,528.27,2.84,G4971_M1501_C3508
9990,7867888,1608.3027,194.76,40.91,4087,5861,42,528.22,2.91,G4976_M1502_C3512
10000,7875340,1595.1211,193.61,40.94,4094,5864,42,528.16,2.94,G4980_M1504_C3516
10010,7883040,1613.7919,193.50,40.96,4100,5868,42,528.15,2.96,G4985_M1507_C3518
10020,7890640,1576.4619,193.48,40.97,4105,5873,42,528.14,2.99,G4990_M1510_C3520
10030,7898640,1523.0385,193.48,40.96,4108,5880,42,528.14,3.03,G4994_M1512_C3524
10040,7906268,1408.1789,194.41,40.99,4115,5883,42,528.12,3.15,G4995_M1516_C3529
10050,7914268,1400.9991,194.41,41.03,4124,5884,42,528.14,3.18,G5002_M1518_C3530
10060,7921936,1318.7909,193.58,41.09,4134,5884,42,528.18,3.30,G5007_M1520_C3533
10070,7929936,1403.1402,194.16,41.14,4143,5885,42,528.13,3.24,G5013_M1523_C3534
10080,7937564,1380.0226,193.23,41.17,4150,5888,42,528.09,3.26,G5017_M1525_C3538
10090,7945128,1364.2994,193.10,41.21,4158,5890,42,528.09,3.25,G5021_M1528_C3541
10100,7952904,1331.5709,193.91,41.23,4164,5894,42,528.11,3.31,G5024_M1529_C3547
10110,7960592,1346.9388,193.88,41.27,4172,5896,42,528.12,3.31,G5030_M1530_C3550
10120,7968592,1400.2664,194.88,41.30,4180,5898,42,528.11,3.26,G5036_M1533_C3551
10130,7976044,1394.6328,193.51,41.33,4187,5901,42,528.12,3.33,G5038_M1535_C3557
10140,7983496,1463.0808,193.07,41.38,4196,5902,42,528.15,3.23,G5043_M1536_C3561
10150,7991496,1506.9588,193.07,41.41,4203,5905,42,528.13,3.14,G5050_M1538_C3562
10160,7998844,1531.3850,192.27,41.41,4207,5911,42,528.11,3.11,G5055_M1539_C3566
10170,8006696,1490.4078,191.90,41.43,4213,5915,42,528.09,3.15,G5060_M1542_C3568
10180,8014212,1559.6288,191.62,41.46,4221,5917,42,528.08,3.07,G5063_M1546_C3571
10190,8021644,1564.4141,191.29,41.50,4229,5919,42,528.03,3.08,G5066_M1549_C3575
10200,8029644,1581.1265,191.85,41.52,4235,5923,42,527.99,3.02,G5071_M1551_C3578
10210,8037232,1584.8723,191.60,41.55,4242,5926,42,528.01,3.00,G5077_M1552_C3581
10220,8045000,1577.9081,191.02,41.58,4249,5929,42,528.02,3.00,G5083_M1554_C3583
10230,8053000,1587.3856,192.39,41.58,4254,5934,42,527.99,2.95,G5090_M1556_C3584
10240,8061000,1601.8199,193.76,41.60,4260,5938,42,527.97,2.93,G5097_M1556_C3587
10250,8068496,1592.9447,192.50,41.60,4264,5944,42,527.98,3.04,G5102_M1556_C3592
10260,8076496,1565.3344,194.13,41.61,4269,5949,42,528.00,3.10,G5110_M1557_C3593
10270,8084236,1602.3035,193.85,41.66,4278,5950,42,528.02,3.08,G5114_M1557_C3599
10280,8091984,1558.6865,194.43,41.68,4285,5953,42,528.03,3.14,G5118_M1558_C3604
10290,8099984,1574.2872,195.85,41.71,4292,5956,42,528.05,3.13,G5122_M1560_C3608
10300,8107984,1584.3439,195.85,41.71,4296,5962,42,528.07,3.13,G5126_M1562_C3612
10310,8115584,1552.3532,195.88,41.74,4303,5965,42,528.07,3.20,G5133_M1563_C3614
10320,8123584,1556.5863,196.46,41.75,4309,5969,42,528.05,3.19,G5136_M1566_C3618
10330,8130716,1579.4304,194.29,41.77,4315,5972,43,528.04,3.13,G5138_M1569_C3623
10340,8138716,1614.8006,194.29,41.80,4322,5975,43,528.05,3.11,G5145_M1571_C3624
10350,8145896,1632.5371,193.50,41.85,4331,5976,43,528.06,3.02,G5149_M1572_C3629
10360,8153432,1601.5211,192.34,41.85,4336,5981,43,528.07,3.04,G5153_M1573_C3634
10370,8161432,1546.0598,192.99,41.88,4343,5984,43,528.10,3.12,G5155_M1573_C3642
10380,8169320,1533.0415,193.34,41.90,4349,5988,43,528.11,3.14,G5160_M1576_C3644
10390,8176432,1528.5315,191.12,41.92,4356,5991,43,528.13,3.10,G5162_M1578_C3650
10400,8184212,1530.3209,190.57,41.92,4360,5997,43,528.11,3.04,G5167_M1580_C3653
10410,8192212,1480.7480,191.57,41.95,4367,6000,43,528.05,3.11,G5171_M1585_C3654
10420,8200088,1424.9077,191.26,41.97,4373,6004,43,528.08,3.15,G5177_M1585_C3658
10430,8208088,1371.5219,193.43,41.98,4378,6009,43,528.08,3.23,G5182_M1587_C3661
10440,8216088,1330.7606,193.43,42.01,4386,6011,43,528.08,3.29,G5187_M1589_C3664
10450,8223228,1287.0097,193.33,42.04,4393,6014,43,528.08,3.34,G5191_M1591_C3668
10460,8231228,1354.9176,194.49,42.07,4400,6017,43,528.10,3.26,G5197_M1592_C3671
10470,8238972,1328.1131,193.85,42.07,4405,6022,43,528.10,3.24,G5202_M1594_C3674
10480,8246972,1373.4083,194.13,42.11,4413,6024,43,528.11,3.18,G5208_M1594_C3678
10490,8254856,1426.4306,196.06,42.13,4419,6028,43,528.13,3.18,G5213_M1594_C3683
10500,8262592,1466.5185,195.95,42.16,4427,6030,43,528.14,3.15,G5219_M1595_C3686
10510,8270592,1522.4304,195.95,42.19,4434,6033,43,528.15,3.04,G5224_M1597_C3689
10520,8278592,1580.1467,196.26,42.20,4439,6037,44,528.16,3.01,G5228_M1598_C3694
10530,8286140,1634.4021,195.13,42.22,4446,6040,44,528.17,2.95,G5232_M1599_C3699
10540,8293916,1694.3840,194.57,42.27,4455,6041,44,528.18,2.90,G5237_M1601_C3702
10550,8301384,1674.4735,195.39,42.27,4460,6046,44,528.22,2.93,G5240_M1602_C3708
10560,8309256,1623.3783,195.07,42.28,4465,6051,44,528.19,3.03,G5247_M1604_C3709
10570,8317256,1703.1379,195.71,42.31,4472,6053,45,528.12,2.95,G5251_M1607_C3712
10580,8325164,1729.3670,195.48,42.36,4482,6053,45,528.12,2.91,G5256_M1610_C3714
10590,8332388,1697.0243,193.83,42.40,4490,6055,45,528.12,2.94,G5260_M1613_C3717
10600,8340388,1658.7745,194.49,42.42,4496,6059,45,528.14,3.02,G5268_M1613_C3719
10610,8348388,1670.2513,194.49,42.45,4504,6061,45,528.15,3.02,G5272_M1615_C3723
10620,8355956,1606.4181,193.41,42.46,4509,6065,46,528.17,3.14,G5277_M1616_C3727
10630,8363412,1633.0380,193.18,42.48,4516,6068,46,528.18,3.12,G5282_M1619_C3729
10640,8371044,1522.9582,192.82,42.52,4524,6070,46,528.16,3.23,G5285_M1621_C3734
10650,8379044,1545.0577,194.15,42.54,4531,6073,46,528.14,3.24,G5292_M1621_C3737
10660,8387024,1558.9413,194.42,42.57,4538,6076,46,528.14,3.17,G5297_M1623_C3740
10670,8395024,1512.5619,194.42,42.59,4544,6080,46,528.14,3.22,G5303_M1624_C3743
10680,8402956,1513.7395,194.48,42.60,4550,6084,46,528.14,3.20,G5311_M1625_C3744
10690,8410956,1527.9086,196.42,42.63,4557,6087,46,528.13,3.13,G5316_M1628_C3746
10700,8418472,1569.8727,195.21,42.66,4565,6089,46,528.13,3.04,G5319_M1630_C3751
10710,8426472,1598.4989,195.21,42.68,4571,6093,46,528.14,3.04,G5325_M1632_C3753
10720,8434472,1597.3513,196.29,42.68,4575,6099,46,528.13,2.99,G5331_M1633_C3756
10730,8442268,1560.4054,197.14,42.71,4583,6101,46,528.11,3.02,G5335_M1633_C3762
10740,8450268,1538.7635,198.06,42.75,4591,6103,46,528.09,3.07,G5339_M1636_C3765
10750,8458268,1553.8879,198.06,42.78,4599,6105,46,528.05,3.03,G5343_M1642_C3765
10760,8466268,1610.3303,198.11,42.82,4607,6107,46,528.06,3.05,G5351_M1642_C3767
10770,8473324,1626.6368,195.75,42.87,4617,6107,46,528.07,3.05,G5354_M1644_C3772
10780,8481128,1646.4186,195.43,42.90,4625,6109,46,528.08,3.05,G5359_M1646_C3775
10790,8488856,1607.4619,194.75,42.91,4630,6114,46,528.09,3.17,G5364_M1649_C3777
10800,8496856,1602.5320,195.96,42.95,4639,6115,46,528.07,3.21,G5368_M1651_C3781
10810,8504856,1597.3622,195.96,42.99,4647,6117,46,528.04,3.18,G5374_M1652_C3784
10820,8512516,1620.5173,195.11,43.01,4654,6120,46,528.04,3.15,G5379_M1654_C3787
10830,8520076,1575.5934,194.52,43.05,4662,6122,46,528.05,3.19,G5381_M1655_C3794
10840,8527476,1640.7052,193.02,43.09,4671,6122,47,528.05,3.09,G5386_M1658_C3796
10850,8535476,1657.2008,193.02,43.12,4678,6124,48,528.07,3.06,G5392_M1658_C3800
10860,8543084,1575.8579,192.04,43.13,4684,6128,48,528.08,3.08,G5395_M1661_C3804
10870,8550672,1615.7608,193.37,43.16,4692,6130,48,528.09,3.05,G5400_M1663_C3807
10880,8558248,1638.1623,192.80,43.22,4702,6130,48,528.08,3.04,G5406_M1664_C3810
10890,8565680,1602.3926,192.06,43.24,4709,6133,48,528.04,3.08,G5408_M1667_C3815
10900,8573680,1576.3364,192.06,43.27,4716,6136,48,528.01,3.10,G5411_M1669_C3820
10910,8581212,1474.5174,190.89,43.29,4723,6139,48,528.01,3.25,G5416_M1670_C3824
10920,8589016,1443.9137,191.25,43.34,4733,6139,48,528.02,3.33,G5418_M1670_C3832
10930,8596376,1488.0582,190.75,43.36,4739,6143,48,528.00,3.25,G5424_M1670_C3836
10940,8604376,1543.8145,192.25,43.36,4744,6148,48,528.00,3.19,G5432_M1670_C3838
10950,8611980,1448.0446,191.26,43.36,4748,6154,48,528.01,3.25,G5440_M1671_C3839
10960,8619724,1469.0826,191.60,43.38,4754,6158,48,528.02,3.27,G5447_M1672_C3841
10970,8627436,1408.6488,191.91,43.40,4761,6161,48,527.99,3.31,G5452_M1673_C3845
10980,8635036,1315.0780,191.97,43.43,4769,6163,48,527.98,3.38,G5457_M1674_C3849
10990,8643036,1400.7426,193.39,43.48,4778,6164,48,527.98,3.27,G5462_M1676_C3852
11000,8651036,1474.6741,193.39,43.52,4787,6165,48,528.00,3.18,G5468_M1677_C3855
11010,8657784,1502.1325,191.43,43.55,4795,6167,48,528.03,3.10,G5471_M1677_C3862
11020,8664944,1553.1734,189.82,43.58,4802,6170,48,528.03,2.98,G5473_M1679_C3868
11030,8672944,1505.2526,191.42,43.60,4809,6173,48,528.05,3.12,G5479_M1682_C3869
11040,8680400,1426.2270,190.06,43.61,4815,6177,48,528.08,3.18,G5483_M1683_C3874
11050,8688104,1478.2765,190.31,43.63,4821,6181,48,528.06,3.15,G5485_M1687_C3878
11060,8695608,1468.9958,189.71,43.64,4827,6185,48,528.02,3.10,G5488_M1690_C3882
11070,8703464,1476.9742,190.07,43.67,4834,6188,48,528.03,3.07,G5493_M1693_C3884
11080,8711036,1527.8514,190.00,43.69,4841,6190,49,528.05,3.06,G5498_M1694_C3888
11090,8718928,1573.5055,189.73,43.73,4850,6191,49,528.06,3.01,G5505_M1696_C3889
11100,8726368,1447.3184,188.33,43.76,4857,6194,49,528.09,3.16,G5508_M1697_C3895
11110,8733820,1453.5583,190.09,43.79,4865,6196,49,528.10,3.15,G5512_M1699_C3899
11120,8741668,1397.4894,191.81,43.80,4871,6200,49,528.12,3.28,G5520_M1701_C3899
11130,8749272,1450.2101,190.82,43.85,4880,6201,49,528.14,3.17,G5525_M1701_C3904
11140,8756436,1496.8932,190.09,43.88,4888,6203,49,528.11,3.10,G5529_M1703_C3908
11150,8764268,1483.8697,190.41,43.90,4895,6206,49,528.10,3.16,G5533_M1704_C3913
11160,8771604,1503.9012,189.99,43.92,4901,6210,49,528.09,3.15,G5539_M1706_C3915
11170,8779604,1480.1173,190.35,43.92,4906,6215,49,528.07,3.16,G5545_M1708_C3917
11180,8787604,1525.5743,191.42,43.96,4915,6216,49,528.05,3.09,G5553_M1709_C3918
11190,8794928,1521.1219,190.00,43.97,4920,6221,49,528.02,3.08,G5558_M1710_C3922
11200,8802928,1635.6720,191.40,43.98,4926,6225,49,528.00,2.94,G5566_M1710_C3924
11210,8810056,1706.5290,190.59,44.01,4933,6228,49,527.98,2.89,G5571_M1710_C3929
11220,8817408,1761.8860,189.35,44.03,4940,6231,49,527.95,2.79,G5575_M1711_C3934
11230,8825408,1801.9439,190.34,44.03,4945,6235,50,527.93,2.74,G5579_M1712_C3939
11240,8833156,1710.9472,191.80,44.05,4951,6239,50,527.95,2.89,G5582_M1713_C3945
11250,8840980,1690.5856,191.78,44.05,4956,6244,50,527.94,2.88,G5585_M1716_C3949
11260,8848656,1666.8095,192.63,44.08,4963,6247,50,527.95,2.89,G5589_M1718_C3953
11270,8856356,1712.2547,191.88,44.08,4968,6251,51,527.98,2.88,G5595_M1718_C3957
11280,8864356,1686.2115,191.88,44.10,4974,6255,51,528.00,2.88,G5603_M1720_C3957
11290,8871784,1629.6293,192.14,44.10,4979,6260,51,528.02,2.90,G5607_M1722_C3961
11300,8879784,1596.4357,192.14,44.13,4987,6262,51,528.00,2.92,G5612_M1723_C3965
11310,8886992,1571.7829,192.34,44.17,4996,6263,51,527.98,2.97,G5617_M1724_C3969
11320,8894992,1560.2568,193.96,44.20,5004,6265,51,528.00,2.99,G5623_M1725_C3972
11330,8902680,1514.6333,193.18,44.24,5012,6267,51,528.01,3.06,G5628_M1726_C3976
11340,8910680,1634.3034,193.81,44.24,5017,6270,53,528.04,2.93,G5635_M1726_C3979
11350,8918680,1723.9773,194.25,44.27,5025,6271,54,528.07,2.82,G5643_M1727_C3980
11360,8926468,1782.1808,194.53,44.30,5032,6274,54,528.06,2.78,G5646_M1730_C3984
11370,8934144,1779.9059,194.47,44.30,5037,6279,54,528.07,2.79,G5652_M1732_C3986
11380,8942144,1729.4385,194.47,44.31,5043,6283,54,528.04,2.89,G5656_M1735_C3989
11390,8949612,1718.9531,194.57,44.35,5051,6285,54,528.00,2.91,G5660_M1738_C3992
11400,8956604,1690.9502,192.05,44.39,5060,6286,54,527.99,2.94,G5662_M1741_C3997
11410,8963900,1704.4862,192.27,44.41,5067,6289,54,527.98,2.89,G5668_M1743_C3999
11420,8971900,1786.3920,192.27,44.43,5074,6292,54,527.98,2.81,G5676_M1744_C4000
11430,8979648,1814.7505,192.42,44.45,5081,6295,54,527.96,2.80,G5681_M1747_C4002
11440,8987264,1758.5029,191.46,44.48,5088,6298,54,527.98,2.85,G5689_M1747_C4004
11450,8993936,1751.8883,188.14,44.51,5096,6300,54,528.01,2.84,G5693_M1747_C4010
11460,9001312,1656.8525,187.11,44.50,5100,6306,54,528.00,2.91,G5698_M1749_C4013
11470,9009312,1692.9571,187.92,44.54,5109,6307,54,527.97,2.88,G5704_M1750_C4016
11480,9017080,1752.1829,187.34,44.56,5116,6310,54,527.95,2.78,G5711_M1752_C4017
11490,9025080,1820.6069,188.67,44.58,5122,6314,54,527.96,2.72,G5716_M1753_C4021
11500,9032788,1825.9625,190.46,44.57,5126,6320,54,527.95,2.69,G5721_M1756_C4023
11510,9040160,1817.6613,190.65,44.61,5135,6320,55,527.98,2.72,G5728_M1756_C4026
11520,9047780,1856.5792,189.70,44.65,5144,6321,55,528.00,2.69,G5735_M1757_C4028
11530,9055580,1865.5695,189.83,44.68,5152,6323,55,528.01,2.68,G5739_M1760_C4031
11540,9063232,1888.6989,189.92,44.71,5160,6325,55,528.01,2.68,G5744_M1763_C4033
11550,9071232,1912.0147,193.24,44.72,5165,6330,55,527.99,2.65,G5750_M1765_C4035
11560,9078944,2029.3163,194.08,44.77,5175,6330,55,527.97,2.58,G5753_M1767_C4040
11570,9086692,2010.2036,193.45,44.79,5182,6333,55,527.98,2.60,G5759_M1768_C4043
11580,9094384,1928.6529,193.26,44.82,5190,6335,55,527.98,2.69,G5763_M1771_C4046
11590,9102060,1897.9040,192.45,44.86,5199,6336,55,528.00,2.73,G5769_M1774_C4047
11600,9109528,1974.7879,191.85,44.88,5206,6339,55,528.02,2.70,G5774_M1775_C4051
11610,9117528,1938.9923,193.42,44.90,5213,6342,55,528.04,2.71,G5778_M1776_C4056
11620,9125528,1876.2932,194.37,44.92,5220,6345,55,528.07,2.75,G5784_M1777_C4059
11630,9133276,1877.3342,194.24,44.97,5230,6345,55,528.05,2.70,G5791_M1778_C4061
11640,9141276,1863.2240,195.11,45.00,5238,6345,57,528.03,2.72,G5797_M1779_C4064
11650,9149276,1859.4807,195.11,45.00,5243,6350,57,528.02,2.76,G5804_M1781_C4065
11660,9157276,1880.5863,195.83,45.03,5251,6352,57,528.02,2.70,G5809_M1783_C4068
11670,9165008,1844.2375,195.79,45.05,5257,6356,57,528.00,2.77,G5813_M1784_C4073
11680,9173008,1914.7929,196.56,45.07,5264,6359,57,527.95,2.67,G5818_M1786_C4076
11690,9180520,1922.4109,196.15,45.08,5270,6363,57,527.90,2.68,G5823_M1788_C4079
11700,9188520,1947.6036,197.48,45.10,5277,6366,57,527.87,2.67,G5831_M1789_C4080
11710,9196136,1923.6591,196.52,45.10,5281,6372,57,527.84,2.72,G5837_M1791_C4082
11720,9203764,1835.5655,195.59,45.09,5285,6378,57,527.81,2.82,G5838_M1794_C4088
11730,9211764,1774.1626,196.22,45.12,5293,6380,57,527.80,2.94,G5839_M1797_C4094
11740,9219152,1773.0106,194.69,45.16,5302,6381,57,527.80,2.92,G5842_M1801_C4097
11750,9226436,1748.2945,192.90,45.18,5309,6384,57,527.82,2.91,G5849_M1801_C4100
11760,9233852,1697.3932,191.44,45.20,5315,6388,57,527.82,2.93,G5854_M1804_C4102
11770,9241796,1779.5025,191.97,45.23,5323,6390,57,527.84,2.81,G5861_M1805_C4104
11780,9249796,1802.9473,191.97,45.25,5330,6393,57,527.86,2.81,G5866_M1806_C4108
11790,9257532,1809.2388,192.53,45.29,5340,6393,57,527.82,2.84,G5871_M1809_C4110
11800,9264728,1766.8752,190.52,45.31,5346,6397,57,527.81,2.83,G5877_M1811_C4112
11810,9272484,1817.1440,190.87,45.31,5351,6402,57,527.83,2.76,G5882_M1812_C4116
11820,9280484,1934.1654,191.80,45.33,5358,6405,57,527.85,2.66,G5888_M1812_C4120
11830,9287952,2021.1111,190.47,45.33,5363,6410,57,527.87,2.51,G5894_M1814_C4122
